time,BTC,BCC,DASH,DOGE,ETH,LTC,NXT,STR,XEM,XRP
2017-09-09,4335.13,2441.11,324.84,0.001728,303.79,71.09,0.09267,0.002081,0.2725,0.213
2017-09-10,4245.89,919.24,324.26,0.001544,299.21,67.08,0.08786,0.002081,0.2668,0.2173
2017-09-11,4217.9,3268.87,317.75,0.001522,297.95,68.13,0.08539,0.002081,0.2564,0.2143
2017-09-12,4158.92,3528.84,326.59,0.001493,294.1,65.89,0.08489,0.002081,0.2486,0.2095
2017-09-13,3870.29,507.01,298.96,0.001404,275.84,61.78,0.07626,0.002081,0.231,0.1983
2017-09-14,3243.08,390.79,240.08,0.000953,223.14,45.2,0.05904,0.002081,0.1794,0.1711
2017-09-15,3713.76,439.34,285.56,0.000965,259.57,52.0,0.06875,0.002081,0.221,0.1846
2017-09-16,3698.92,451.27,300.27,0.000914,254.49,52.1,0.06754,0.002081,0.2123,0.1828
2017-09-17,3689.61,443.86,312.09,0.000865,258.4,51.0,0.06917,0.002081,0.2156,0.1814
2017-09-18,4100.28,490.8,335.58,0.00094,297.53,56.16,0.07585,0.002081,0.2441,0.1933
2017-09-19,3907.96,538.13,325.95,0.000876,283.0,52.8,0.06903,0.002081,0.2375,0.1848
2017-09-20,3882.16,481.0,342.58,0.000838,283.56,51.56,0.06747,0.002081,0.233,0.1817
2017-09-21,3617.27,419.97,329.85,0.000776,257.77,46.46,0.05878,0.002081,0.21,0.171
2017-09-22,3600.83,408.69,342.61,0.000774,262.94,47.67,0.05808,0.002081,0.208,0.1728
2017-09-23,3788.02,428.8,351.08,0.000944,286.14,49.29,0.0619,0.002081,0.2197,0.1791
2017-09-24,3667.52,422.5,329.2,0.00089,282.6,47.5,0.05956,0.002081,0.2163,0.1757
2017-09-25,3932.83,452.67,348.22,0.001146,294.89,52.27,0.0637,0.002081,0.2368,0.1846
2017-09-26,3892.7,449.61,341.7,0.00115,288.64,52.27,0.06542,0.002081,0.2314,0.1892
2017-09-27,4212.2,465.87,350.51,0.001159,309.97,56.9,0.07506,0.002081,0.247,0.2099
2017-09-28,4195.65,456.49,342.36,0.001109,302.77,54.91,0.07269,0.002081,0.2366,0.2023
2017-09-29,4172.79,438.14,328.7,0.001089,292.58,52.8,0.06999,0.002081,0.2365,0.1967
2017-09-30,4360.62,449.14,329.58,0.001168,302.77,55.41,0.0761,0.002081,0.2349,0.1999
2017-10-01,4403.09,417.9,317.01,0.001076,303.95,54.8,0.07585,0.002081,0.244,0.2083
2017-10-02,4401.32,420.24,307.98,0.001051,296.81,53.29,0.07109,0.002081,0.231,0.2031
2017-10-03,4314.18,403.16,294.5,0.001023,291.81,52.15,0.06708,0.002081,0.226,0.2033
2017-10-04,4218.66,355.84,303.32,0.001014,291.68,51.22,0.06337,0.002081,0.2158,0.2135
2017-10-05,4321.44,355.48,305.35,0.001007,294.99,51.64,0.06347,0.002081,0.2099,0.238
2017-10-06,4371.94,364.18,305.95,0.001024,308.33,52.08,0.06647,0.002081,0.2173,0.2334
2017-10-07,4435.81,358.55,311.52,0.001042,311.26,52.57,0.07981,0.002081,0.2132,0.2397
2017-10-08,4611.7,2219.15,301.97,0.00106,309.49,53.3,0.06896,0.002081,0.1958,0.2799
2017-10-09,4559.64,387.3,298.22,0.001015,305.24,52.19,0.0689,0.002081,0.2001,0.2674
